item,current_path,decision,target_owner,dependencies,tests,docs,notes
STATUS_BLOCKED_RED,crates/jackin-tui/src/lib.rs:191,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const STATUS_BLOCKED_RED: Rgb = Rgb::new(255, 60, 60);"
CAPSULE_MENU_IDLE_BG,crates/jackin-tui/src/lib.rs:194,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const CAPSULE_MENU_IDLE_BG: Rgb = Rgb::new(18, 70, 130);"
CAPSULE_MENU_IDLE_HOVER_BG,crates/jackin-tui/src/lib.rs:197,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const CAPSULE_MENU_IDLE_HOVER_BG: Rgb = Rgb::new(32, 92, 158);"
CAPSULE_MENU_AWAITING_BG,crates/jackin-tui/src/lib.rs:200,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const CAPSULE_MENU_AWAITING_BG: Rgb = Rgb::new(96, 180, 255);"
CAPSULE_MENU_AWAITING_HOVER_BG,crates/jackin-tui/src/lib.rs:203,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const CAPSULE_MENU_AWAITING_HOVER_BG: Rgb = Rgb::new(132, 202, 255);"
CYAN,crates/jackin-tui/src/lib.rs:207,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const CYAN: Rgb = Rgb::new(0, 180, 180);"
CYAN_DIM,crates/jackin-tui/src/lib.rs:210,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const CYAN_DIM: Rgb = Rgb::new(0, 120, 120);"
ACTION_ACCENT,crates/jackin-tui/src/lib.rs:214,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const ACTION_ACCENT: Rgb = Rgb::new(180, 255, 180);"
DISCLOSURE_ACCENT,crates/jackin-tui/src/lib.rs:218,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const DISCLOSURE_ACCENT: Rgb = Rgb::new(255, 208, 102);"
WARNING_YELLOW,crates/jackin-tui/src/lib.rs:221,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const WARNING_YELLOW: Rgb = Rgb::new(255, 216, 94);"
PREVIEW_CARD,crates/jackin-tui/src/lib.rs:226,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const PREVIEW_CARD: Rgb = Rgb::new(28, 28, 28);"
ansi,crates/jackin-tui/src/lib.rs:229,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod ansi;
PointerShape,crates/jackin-tui/src/lib.rs:232,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum PointerShape {
fn,crates/jackin-tui/src/lib.rs:243,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn as_osc22_name(self) -> &'static str {
fn,crates/jackin-tui/src/lib.rs:256,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn clickable_pointer_shape(clickable: bool) -> PointerShape {
osc22_pointer_shape,crates/jackin-tui/src/lib.rs:265,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn osc22_pointer_shape(shape: PointerShape) -> String {
step_fail,crates/jackin-tui/src/output.rs:38,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn step_fail(msg: &str) {
clear_screen,crates/jackin-tui/src/output.rs:43,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn clear_screen() {
hint,crates/jackin-tui/src/output.rs:49,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn hint(prefix: &str, command: &str, suffix: &str) {"
fatal,crates/jackin-tui/src/output.rs:57,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn fatal(msg: &str) {
print_deploying,crates/jackin-tui/src/output.rs:72,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub async fn print_deploying(role_name: &str) {
set_rich_surface_active,crates/jackin-tui/src/ownership.rs:16,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn set_rich_surface_active(active: bool) {
rich_surface_active,crates/jackin-tui/src/ownership.rs:21,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn rich_surface_active() -> bool {
set_host_screen_owned,crates/jackin-tui/src/ownership.rs:34,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn set_host_screen_owned(owned: bool) {
host_screen_owned,crates/jackin-tui/src/ownership.rs:39,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn host_screen_owned() -> bool {
rich_terminal_owned,crates/jackin-tui/src/ownership.rs:51,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn rich_terminal_owned() -> bool {
reassert_alt_screen,crates/jackin-tui/src/ownership.rs:62,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn reassert_alt_screen() {
set_terminal_title,crates/jackin-tui/src/ownership.rs:72,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn set_terminal_title(title: &str) {
section,crates/jackin-tui/src/prune_output.rs:31,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn section(label: &str, detail: impl std::fmt::Display) {"
PendingRow,crates/jackin-tui/src/prune_output.rs:45,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct PendingRow {
start,crates/jackin-tui/src/prune_output.rs:49,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn start(action: &str, target: impl std::fmt::Display) -> PendingRow {"
pending_parts,crates/jackin-tui/src/prune_output.rs:57,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn pending_parts(action: &str, target: impl std::fmt::Display) -> (String, String) {"
ok,crates/jackin-tui/src/prune_output.rs:83,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn ok(detail: impl std::fmt::Display) {
skip,crates/jackin-tui/src/prune_output.rs:87,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn skip(detail: impl std::fmt::Display) {
failed,crates/jackin-tui/src/prune_output.rs:92,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn failed(detail: impl std::fmt::Display) {
ok,crates/jackin-tui/src/prune_output.rs:98,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn ok(mut self) {
skip,crates/jackin-tui/src/prune_output.rs:103,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn skip(mut self, reason: impl std::fmt::Display) {"
failed,crates/jackin-tui/src/prune_output.rs:109,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn failed(mut self, reason: impl std::fmt::Display) {"
complete,crates/jackin-tui/src/prune_output.rs:116,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn complete<T, E, F>(self, result: Result<T, E>, message: F) -> Result<T, E>"
Dirty,crates/jackin-tui/src/runtime.rs:11,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum Dirty {
fn,crates/jackin-tui/src/runtime.rs:18,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn is_dirty(self) -> bool {
fn,crates/jackin-tui/src/runtime.rs:22,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn merge(self, other: Self) -> Self {"
NoEffect,crates/jackin-tui/src/runtime.rs:32,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum NoEffect {}
SubscriptionPoll,crates/jackin-tui/src/runtime.rs:37,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum SubscriptionPoll<T> {
fn,crates/jackin-tui/src/runtime.rs:45,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn is_pending(&self) -> bool {
Subscription,crates/jackin-tui/src/runtime.rs:55,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub trait Subscription {
BlockingSubscription,crates/jackin-tui/src/runtime.rs:61,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub type BlockingSubscription<T> = tokio::sync::oneshot::Receiver<T>;
ready_blocking_subscription,crates/jackin-tui/src/runtime.rs:67,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn ready_blocking_subscription<T: Send + 'static>(value: T) -> BlockingSubscription<T> {
spawn_blocking_subscription,crates/jackin-tui/src/runtime.rs:77,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn spawn_blocking_subscription<T, F>(worker: F) -> BlockingSubscription<T>"
spawn_named_blocking_subscription,crates/jackin-tui/src/runtime.rs:91,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn spawn_named_blocking_subscription<T, F>("
spawn_named_async_subscription,crates/jackin-tui/src/runtime.rs:115,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn spawn_named_async_subscription<T, F>("
UpdateResult,crates/jackin-tui/src/runtime.rs:192,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct UpdateResult<E = NoEffect> {
fn,crates/jackin-tui/src/runtime.rs:198,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn clean() -> Self {
fn,crates/jackin-tui/src/runtime.rs:205,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn redraw() -> Self {
with_effect,crates/jackin-tui/src/runtime.rs:212,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn with_effect(effect: E) -> Self {
fn,crates/jackin-tui/src/runtime.rs:219,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn dirty(&self) -> Dirty {
fn,crates/jackin-tui/src/runtime.rs:224,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn is_dirty(&self) -> bool {
effects,crates/jackin-tui/src/runtime.rs:229,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn effects(&self) -> &[E] {
merge,crates/jackin-tui/src/runtime.rs:233,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn merge(mut self, other: Self) -> Self {"
Component,crates/jackin-tui/src/runtime.rs:257,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub trait Component<Ev, Msg> {"
View,crates/jackin-tui/src/runtime.rs:268,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub trait View<Model> {
drive_frame,crates/jackin-tui/src/runtime.rs:284,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn drive_frame<'a, B, M, V, F>("
drive_render,crates/jackin-tui/src/runtime.rs:319,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn drive_render<B, F>("
"pub use jackin_core::{TailScroll, is_scrollable, max_line_width, max_offset};",crates/jackin-tui/src/scroll.rs:20,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use jackin_core::{TailScroll, is_scrollable, max_line_width, max_offset};"
DEFAULT_HORIZONTAL_SCROLL_STEP,crates/jackin-tui/src/scroll.rs:25,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DEFAULT_HORIZONTAL_SCROLL_STEP: u16 = 4;
ScrollAxis,crates/jackin-tui/src/scroll.rs:28,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum ScrollAxis {
ScrollAxes,crates/jackin-tui/src/scroll.rs:35,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct ScrollAxes {
fn,crates/jackin-tui/src/scroll.rs:42,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn none() -> Self {
fn,crates/jackin-tui/src/scroll.rs:50,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn any(self) -> bool {
ScrollDelta,crates/jackin-tui/src/scroll.rs:56,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct ScrollDelta {
FullCellThumb,crates/jackin-tui/src/scroll.rs:63,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct FullCellThumb {
apply_delta_u16,crates/jackin-tui/src/scroll.rs:108,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn apply_delta_u16(
mouse_scroll_delta,crates/jackin-tui/src/scroll.rs:127,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn mouse_scroll_delta(
mouse_scroll_delta_with_step,crates/jackin-tui/src/scroll.rs:142,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn mouse_scroll_delta_with_step(
apply_mouse_scroll_u16,crates/jackin-tui/src/scroll.rs:179,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn apply_mouse_scroll_u16(
ScrollSpan,crates/jackin-tui/src/scroll.rs:213,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct ScrollSpan {
fn,crates/jackin-tui/src/scroll.rs:220,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn new(content_len: usize, viewport_len: usize) -> Self {"
scroll_selectable_list,crates/jackin-tui/src/scroll.rs:235,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn scroll_selectable_list(
fn,crates/jackin-tui/src/scroll.rs:265,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn max_offset_u16(content_len: usize, viewport_len: usize) -> u16 {"
fn,crates/jackin-tui/src/scroll.rs:275,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn effective_offset_u16(content_len: usize, viewport_len: usize, offset: u16) -> u16 {"
fn,crates/jackin-tui/src/scroll.rs:280,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn clamp_offset_u16(content_len: usize, viewport_len: usize, offset: &mut u16) -> u16 {"
fn,crates/jackin-tui/src/scroll.rs:287,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn apply_delta_unclamped_u16(offset: &mut u16, delta: i16) {"
offset_for_track_position,crates/jackin-tui/src/scroll.rs:296,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn offset_for_track_position(
offset_for_track_position_u16,crates/jackin-tui/src/scroll.rs:316,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn offset_for_track_position_u16(
cursor_follow_offset,crates/jackin-tui/src/scroll.rs:336,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn cursor_follow_offset(
full_cell_thumb,crates/jackin-tui/src/scroll.rs:361,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn full_cell_thumb(
tail_vertical_thumb,crates/jackin-tui/src/scroll.rs:400,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn tail_vertical_thumb(
enable_mouse_capture,crates/jackin-tui/src/terminal_modes.rs:6,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn enable_mouse_capture<W: std::io::Write>(out: &mut W) -> std::io::Result<()> {
disable_mouse_capture,crates/jackin-tui/src/terminal_modes.rs:14,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn disable_mouse_capture<W: std::io::Write>(out: &mut W) -> std::io::Result<()> {
fn,crates/jackin-tui/src/theme.rs:32,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn color(rgb: Rgb) -> Color {
PHOSPHOR_GREEN,crates/jackin-tui/src/theme.rs:36,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const PHOSPHOR_GREEN: Color = color(PHOSPHOR_GREEN_RGB);
BRAND_BLOCK,crates/jackin-tui/src/theme.rs:41,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const BRAND_BLOCK: Color = PHOSPHOR_GREEN;
PHOSPHOR_DIM,crates/jackin-tui/src/theme.rs:42,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const PHOSPHOR_DIM: Color = color(PHOSPHOR_DIM_RGB);
PHOSPHOR_DARK,crates/jackin-tui/src/theme.rs:43,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const PHOSPHOR_DARK: Color = color(PHOSPHOR_DARK_RGB);
INPUT_BG_DIM,crates/jackin-tui/src/theme.rs:44,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const INPUT_BG_DIM: Color = color(INPUT_BG_DIM_RGB);
DIALOG_BACKDROP,crates/jackin-tui/src/theme.rs:50,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIALOG_BACKDROP: Color = Color::Reset;
DIALOG_SURFACE,crates/jackin-tui/src/theme.rs:51,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIALOG_SURFACE: Color = Color::Reset;
DIALOG_SCROLL_THUMB,crates/jackin-tui/src/theme.rs:52,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIALOG_SCROLL_THUMB: Color = color(DIALOG_SCROLL_THUMB_RGB);
DIALOG_SCROLL_TRACK,crates/jackin-tui/src/theme.rs:53,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIALOG_SCROLL_TRACK: Color = color(DIALOG_SCROLL_TRACK_RGB);
WHITE,crates/jackin-tui/src/theme.rs:54,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const WHITE: Color = color(WHITE_RGB);
INK,crates/jackin-tui/src/theme.rs:58,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const INK: Color = Color::Black;
TAB_BG_INACTIVE,crates/jackin-tui/src/theme.rs:59,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const TAB_BG_INACTIVE: Color = color(TAB_BG_INACTIVE_RGB);
TAB_BG_INACTIVE_HOVER,crates/jackin-tui/src/theme.rs:60,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const TAB_BG_INACTIVE_HOVER: Color = color(TAB_BG_INACTIVE_HOVER_RGB);
TAB_BG_ACTIVE,crates/jackin-tui/src/theme.rs:61,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const TAB_BG_ACTIVE: Color = color(TAB_BG_ACTIVE_RGB);
TAB_BG_ACTIVE_HOVER,crates/jackin-tui/src/theme.rs:62,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const TAB_BG_ACTIVE_HOVER: Color = color(TAB_BG_ACTIVE_HOVER_RGB);
LINK_BLUE,crates/jackin-tui/src/theme.rs:63,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const LINK_BLUE: Color = color(LINK_BLUE_RGB);
LINK_FG,crates/jackin-tui/src/theme.rs:64,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const LINK_FG: Color = color(LINK_FG_RGB);
LINK_FG_HOVER,crates/jackin-tui/src/theme.rs:65,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const LINK_FG_HOVER: Color = color(LINK_FG_HOVER_RGB);
DEBUG_AMBER,crates/jackin-tui/src/theme.rs:66,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DEBUG_AMBER: Color = color(DEBUG_AMBER_RGB);
BORDER_GRAY,crates/jackin-tui/src/theme.rs:67,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const BORDER_GRAY: Color = color(BORDER_GRAY_RGB);
BORDER_GRAY_LIGHT,crates/jackin-tui/src/theme.rs:68,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const BORDER_GRAY_LIGHT: Color = color(BORDER_GRAY_LIGHT_RGB);
DANGER_RED,crates/jackin-tui/src/theme.rs:69,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DANGER_RED: Color = color(DANGER_RED_RGB);
STATUS_BLOCKED_RED,crates/jackin-tui/src/theme.rs:70,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const STATUS_BLOCKED_RED: Color = color(STATUS_BLOCKED_RED_RGB);
CYAN,crates/jackin-tui/src/theme.rs:71,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const CYAN: Color = color(CYAN_RGB);
CYAN_DIM,crates/jackin-tui/src/theme.rs:72,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const CYAN_DIM: Color = color(CYAN_DIM_RGB);
ACTION_ACCENT,crates/jackin-tui/src/theme.rs:73,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const ACTION_ACCENT: Color = color(ACTION_ACCENT_RGB);
DISCLOSURE_ACCENT,crates/jackin-tui/src/theme.rs:74,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DISCLOSURE_ACCENT: Color = color(DISCLOSURE_ACCENT_RGB);
WARNING_YELLOW,crates/jackin-tui/src/theme.rs:75,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const WARNING_YELLOW: Color = color(WARNING_YELLOW_RGB);
PREVIEW_CARD,crates/jackin-tui/src/theme.rs:76,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const PREVIEW_CARD: Color = color(PREVIEW_CARD_RGB);
DIFF_REMOVED_BG,crates/jackin-tui/src/theme.rs:77,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const DIFF_REMOVED_BG: Color = Color::Rgb(60, 20, 20);"
DIFF_ADDED_BG,crates/jackin-tui/src/theme.rs:78,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const DIFF_ADDED_BG: Color = Color::Rgb(20, 50, 20);"
DIFF_REMOVED_FG,crates/jackin-tui/src/theme.rs:79,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIFF_REMOVED_FG: Color = DANGER_RED;
DIFF_ADDED_FG,crates/jackin-tui/src/theme.rs:80,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIFF_ADDED_FG: Color = PHOSPHOR_GREEN;
CAPSULE_MENU_IDLE_BG,crates/jackin-tui/src/theme.rs:81,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const CAPSULE_MENU_IDLE_BG: Color = color(CAPSULE_MENU_IDLE_BG_RGB);
CAPSULE_MENU_IDLE_HOVER_BG,crates/jackin-tui/src/theme.rs:82,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const CAPSULE_MENU_IDLE_HOVER_BG: Color = color(CAPSULE_MENU_IDLE_HOVER_BG_RGB);
CAPSULE_MENU_AWAITING_BG,crates/jackin-tui/src/theme.rs:83,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const CAPSULE_MENU_AWAITING_BG: Color = color(CAPSULE_MENU_AWAITING_BG_RGB);
CAPSULE_MENU_AWAITING_HOVER_BG,crates/jackin-tui/src/theme.rs:84,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const CAPSULE_MENU_AWAITING_HOVER_BG: Color = color(CAPSULE_MENU_AWAITING_HOVER_BG_RGB);
BOLD_WHITE,crates/jackin-tui/src/theme.rs:87,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const BOLD_WHITE: Style = Style::new().fg(WHITE).add_modifier(Modifier::BOLD);
BOLD_GREEN,crates/jackin-tui/src/theme.rs:88,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const BOLD_GREEN: Style = Style::new().fg(PHOSPHOR_GREEN).add_modifier(Modifier::BOLD);
DIM,crates/jackin-tui/src/theme.rs:89,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIM: Style = Style::new().fg(PHOSPHOR_DIM);
GREEN,crates/jackin-tui/src/theme.rs:90,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const GREEN: Style = Style::new().fg(PHOSPHOR_GREEN);
BORDER,crates/jackin-tui/src/theme.rs:91,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const BORDER: Style = Style::new().fg(BORDER_GRAY);
DANGER,crates/jackin-tui/src/theme.rs:92,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DANGER: Style = Style::new().fg(DANGER_RED).add_modifier(Modifier::BOLD);
